trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1150,False,"{'a': 0.002, 'e': 0.1004595620616821}",25,12,22.313871010021785,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.002, 'e': 0.1002588437228037}",20,2,31.81768282857118,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.002, 'e': 0.10005852641943393}",25,10,6.464136846775522,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1153,False,"{'a': 0.002, 'e': 0.09985860935030318}",20,3,20.21902419543,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.002, 'e': 0.09965909171574303}",25,13,23.06947763144344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.002, 'e': 0.09945997271768262}",20,9,21.965805319767366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.002, 'e': 0.09926125155964566}",20,0,18.38727404658736,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1157,False,"{'a': 0.002, 'e': 0.09906292744674731}",20,15,7.255473976141276,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.002, 'e': 0.09886499958569081}",20,0,13.151236997203327,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1159,False,"{'a': 0.002, 'e': 0.0986674671847645}",20,9,3.8799381691292396,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1160,False,"{'a': 0.002, 'e': 0.09847032945383845}",20,6,23.181888930907483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.002, 'e': 0.09827358560436154}",35,23,9.840728574005562,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1162,False,"{'a': 0.002, 'e': 0.09807723484935806}",20,15,7.094561039091904,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.002, 'e': 0.09788127640342477}",30,16,20.868052498334013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.002, 'e': 0.09768570948272756}",20,10,14.303420781169885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.002, 'e': 0.09749053330499859}",30,2,23.042767507004687,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
1166,False,"{'a': 0.002, 'e': 0.09729574708953276}",25,11,25.209978965160165,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.002, 'e': 0.09710135005718508}",25,0,29.919531762626164,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1168,False,"{'a': 0.002, 'e': 0.09690734143036704}",25,13,1.3383562424928814,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1169,False,"{'a': 0.002, 'e': 0.09671372043304398}",35,5,-57.06623390362964,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",1
1170,False,"{'a': 0.002, 'e': 0.09652048629073155}",35,17,31.399253750686253,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.002, 'e': 0.09632763823049303}",30,4,14.733426852760472,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1
1172,False,"{'a': 0.002, 'e': 0.09613517548093582}",30,10,35.7515095033179,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.002, 'e': 0.09594309727220877}",20,12,5.073797408911617,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1174,False,"{'a': 0.002, 'e': 0.09575140283599869}",20,16,7.127748110767532,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.002, 'e': 0.09556009140552765}",25,2,19.044540679340752,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1176,False,"{'a': 0.002, 'e': 0.09536916221554961}",30,21,15.531933094692686,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.002, 'e': 0.09517861450234763}",25,10,28.072760232447084,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.002, 'e': 0.09498844750373053}",25,16,18.533571141961716,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.002, 'e': 0.09479866045903014}",20,16,7.326476367411502,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.002, 'e': 0.09460925260909793}",20,3,-1.323767270415969,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
1181,False,"{'a': 0.002, 'e': 0.09442022319630235}",30,0,-48.37240141811773,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
1182,False,"{'a': 0.002, 'e': 0.0942315714645254}",20,11,12.818800030288186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.002, 'e': 0.09404329665916}",25,10,30.964257489966908,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.002, 'e': 0.09385539802710659}",20,0,32.00307842315622,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.002, 'e': 0.09366787481677047}",25,14,17.552393061593126,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.002, 'e': 0.09348072627805847}",25,12,20.97071208720876,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.002, 'e': 0.09329395166237625}",20,14,10.21661325468617,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.002, 'e': 0.09310755022262504}",25,14,20.312227013785527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.002, 'e': 0.0929215212131989}",20,5,25.399373095994964,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.002, 'e': 0.09273586388998147}",25,17,14.817597218515319,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.002, 'e': 0.09255057751034329}",30,16,5.881993609295448,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1192,False,"{'a': 0.002, 'e': 0.0923656613331385}",20,5,22.94601841804841,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.002, 'e': 0.09218111461870225}",25,4,32.23186659520348,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.002, 'e': 0.09199693662884734}",30,23,5.414771775040079,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.002, 'e': 0.09181312662686165}",25,7,9.85782784487754,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1196,False,"{'a': 0.002, 'e': 0.09162968387750484}",20,0,23.663310635198513,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1197,False,"{'a': 0.002, 'e': 0.09144660764700575}",20,0,16.39500899581409,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1198,False,"{'a': 0.002, 'e': 0.09126389720305915}",25,15,2.597231272307178,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1199,False,"{'a': 0.002, 'e': 0.09108155181482308}",30,15,26.62410122191712,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.002, 'e': 0.09089957075291567}",25,14,-21.58938841766032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1201,False,"{'a': 0.002, 'e': 0.09071795328941251}",25,12,18.220319966110875,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.002, 'e': 0.09053669869784343}",20,0,-18.036790655194896,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1203,False,"{'a': 0.002, 'e': 0.0903558062531899}",20,11,14.905446207290334,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.002, 'e': 0.0901752752318818}",20,8,26.45713127424962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.002, 'e': 0.08999510491179491}",20,11,-5.669596921048488,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1206,False,"{'a': 0.002, 'e': 0.08981529457224763}",25,12,25.99101003779189,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08963584349399842}",25,17,15.752948851712878,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.002, 'e': 0.08945675095924267}",20,15,8.945171738149584,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.002, 'e': 0.08927801625161007}",20,9,20.025130486551223,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08909963865616147}",20,8,21.862531737767153,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.002, 'e': 0.08892161745938634}",35,7,48.36606119384866,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.002, 'e': 0.08874395194919957}",25,11,20.32046741249173,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.002, 'e': 0.08856664141493896}",25,16,-36.55575784067811,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1214,False,"{'a': 0.002, 'e': 0.08838968514736205}",25,5,34.68920112703299,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08821308243864363}",20,16,7.8961777631037595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.08803683258237255}",35,25,18.81940754837055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.002, 'e': 0.0878609348735492}",25,11,23.070969694203825,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08768538860858248}",25,15,19.661046186263782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08751019308528712}",30,19,15.557083253171953,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.002, 'e': 0.08733534760288077}",25,16,12.087802168837452,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.0871608514619813}",30,16,27.709505227732937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.002, 'e': 0.08698670396460385}",35,22,21.255669590609987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.08681290441415829}",25,0,35.023491333264296,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1224,False,"{'a': 0.002, 'e': 0.0866394521154461}",20,0,28.06962747645491,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1225,False,"{'a': 0.002, 'e': 0.08646634637465792}",20,12,16.062327032572867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.0862935864993705}",30,17,13.718283521201855,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1227,False,"{'a': 0.002, 'e': 0.08612117179854416}",30,17,23.133507473338398,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08594910158251981}",25,13,24.401311762327047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.08577737516301644}",25,16,-3.120818977802614,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1230,False,"{'a': 0.002, 'e': 0.08560599185312803}",20,0,28.915327711386436,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1231,False,"{'a': 0.002, 'e': 0.08543495096732123}",20,2,29.479974636821055,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08526425182143217}",30,10,38.09811076144031,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08509389373266411}",30,7,37.045922438196285,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08492387601958441}",30,14,15.055736088260922,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1235,False,"{'a': 0.002, 'e': 0.08475419800212207}",20,14,12.348318189572392,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08458485900156469}",20,11,15.432641875974968,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.002, 'e': 0.08441585834055614}",25,15,17.51396339334538,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08424719534309347}",20,12,11.964901342947645,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.08407886933452453}",25,11,25.519219824606928,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.083910879641545}",20,6,21.99007183931983,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.08374322559219596}",25,2,40.05128314791101,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.002, 'e': 0.0835759065158609}",20,0,19.72312463203321,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1243,False,"{'a': 0.002, 'e': 0.08340892174326339}",25,20,11.310966913752415,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.08324227060646401}",20,12,8.891654498130741,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.002, 'e': 0.0830759524388581}",25,9,15.869969247643686,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08290996657517266}",30,11,33.44717089140572,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08274431235146412}",20,10,17.119006618199997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08257898910511527}",20,8,21.553304442156783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.002, 'e': 0.08241399617483297}",25,5,32.61353176375111,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.002, 'e': 0.08224933290064523}",30,21,15.886901406212838,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.002, 'e': 0.0820849986238988}",25,12,20.655298502872576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.002, 'e': 0.08192099268725626}",20,12,11.036997661801548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08175731443469375}",20,9,20.240862236006233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.002, 'e': 0.08159396321149794}",20,0,29.573980338619812,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1255,False,"{'a': 0.002, 'e': 0.08143093836426381}",20,7,11.782085174621358,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.08126823924089167}",20,8,20.748112878285326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.0811058651905849}",25,15,20.625945767727195,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.002, 'e': 0.08094381556384699}",30,17,23.223601867074336,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08078208971247929}",20,8,18.730299802447867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.002, 'e': 0.08062068698957811}",20,0,-31.75629665956403,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1261,False,"{'a': 0.002, 'e': 0.08045960674953244}",20,9,20.24828004869073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08029884834802099}",20,8,-21.800433182057468,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1263,False,"{'a': 0.002, 'e': 0.08013841114201005}",20,8,20.321881054943717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.002, 'e': 0.07997829448975048}",20,15,9.328939620652669,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.002, 'e': 0.07981849775077554}",20,0,28.00898430499318,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1266,False,"{'a': 0.002, 'e': 0.07965902028589801}",25,11,26.026827690880133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.07949986145720786}",20,6,25.78009402266893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.0793410206280695}",25,0,-5.010642882114089,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1269,False,"{'a': 0.002, 'e': 0.07918249716311948}",20,6,26.667809589392114,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.002, 'e': 0.07902429042826366}",35,20,26.653193824645257,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07886639979067495}",30,2,43.0883173088005,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.002, 'e': 0.07870882461879052}",30,23,13.238563612531527,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.002, 'e': 0.07855156428230954}",25,15,17.098905506459047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.002, 'e': 0.0783946181521904}",25,13,19.985611765074108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.002, 'e': 0.07823798560064842}",25,8,25.72205783679243,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.002, 'e': 0.07808166600115313}",20,8,18.41031602007724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.002, 'e': 0.077925658728426}",30,0,7.3468238606685174,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
1278,False,"{'a': 0.002, 'e': 0.07776996315843764}",25,9,18.39586607417225,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1279,False,"{'a': 0.002, 'e': 0.07761457866840563}",30,19,20.323490657804502,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.002, 'e': 0.07745950463679176}",20,10,9.702640212110108,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.002, 'e': 0.07730474044329974}",20,13,14.30221669092833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.002, 'e': 0.07715028546887258}",20,3,27.789275355792583,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.002, 'e': 0.07699613909569011}",20,16,8.382725258687916,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.002, 'e': 0.07684230070716673}",30,17,21.054081555268763,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.002, 'e': 0.0766887696879486}",35,14,22.84611720614202,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1286,False,"{'a': 0.002, 'e': 0.07653554542391151}",25,18,12.135373283362103,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.002, 'e': 0.07638262730215813}",20,6,26.9327594214708,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.002, 'e': 0.07623001471101583}",30,16,25.53433319528983,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.002, 'e': 0.07607770704003398}",20,4,-20.81876620976834,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1290,False,"{'a': 0.002, 'e': 0.07592570367998178}",20,1,17.10452247166156,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1291,False,"{'a': 0.002, 'e': 0.07577400402284548}",30,23,9.662179466951397,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.002, 'e': 0.07562260746182634}",20,4,21.356549651849168,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.002, 'e': 0.07547151339133784}",25,0,40.06696379006762,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1294,False,"{'a': 0.002, 'e': 0.07532072120700357}",20,9,-25.096216300263972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1295,False,"{'a': 0.002, 'e': 0.07517023030565453}",20,13,13.622821157893696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.002, 'e': 0.07502004008532698}",20,8,19.766861090515746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.002, 'e': 0.07487014994525974}",30,17,21.92129765539276,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.002, 'e': 0.07472055928589216}",25,0,35.270136108521385,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.002, 'e': 0.07457126750886131}",20,2,30.370430787427093,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.002, 'e': 0.07442227401699995}",25,9,24.6678678952943,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.002, 'e': 0.07427357821433388}",20,0,15.504043569828006,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1302,False,"{'a': 0.002, 'e': 0.0741251795060797}",30,24,10.314720325689908,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.002, 'e': 0.07397707729864236}",30,18,-14.764880058780857,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1304,False,"{'a': 0.002, 'e': 0.0738292709996129}",20,1,27.57914612769557,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.002, 'e': 0.07368176001776583}",20,0,27.535436508418062,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1306,False,"{'a': 0.002, 'e': 0.0735345437630571}",20,10,17.672426497375977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.002, 'e': 0.07338762164662144}",20,6,12.190302695984093,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1308,False,"{'a': 0.002, 'e': 0.07324099308077024}",30,11,-10.939302530773654,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1309,False,"{'a': 0.002, 'e': 0.07309465747898901}",35,17,6.139365621515679,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1310,False,"{'a': 0.002, 'e': 0.07294861425593517}",20,2,31.459687514904836,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.002, 'e': 0.07280286282743559}",20,16,7.747098155422483,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.002, 'e': 0.07265740261048442}",25,2,29.320016525798454,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.002, 'e': 0.07251223302324053}",35,3,32.65449031463146,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 0}",1
1314,False,"{'a': 0.002, 'e': 0.07236735348502546}",25,11,8.814853528291227,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1315,False,"{'a': 0.002, 'e': 0.07222276341632078}",25,9,29.352535572298777,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.002, 'e': 0.0720784622387661}",30,22,13.891069302830035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.002, 'e': 0.07193444937515645}",25,17,1.559803819464169,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1318,False,"{'a': 0.002, 'e': 0.07179072424944025}",30,9,-60.85254170725159,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 2}",1
1319,False,"{'a': 0.002, 'e': 0.07164728628671672}",35,1,44.070128993548344,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 0}",1
1320,False,"{'a': 0.002, 'e': 0.0715041349132339}",25,16,19.207182414285032,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.002, 'e': 0.07136126955638605}",25,7,30.503413720415764,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.002, 'e': 0.0712186896447116}",25,11,21.930453728033843,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.002, 'e': 0.07107639460789066}",30,12,8.321106154545435,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1324,False,"{'a': 0.002, 'e': 0.07093438387674295}",25,0,18.012819581876848,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1325,False,"{'a': 0.002, 'e': 0.0707926568832253}",20,8,23.16931698230403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.002, 'e': 0.0706512130604296}",25,16,15.056265277075699,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.002, 'e': 0.0705100518425803}",30,12,28.19650957972028,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.002, 'e': 0.07036917266503243}",20,12,2.093273667271347,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1329,False,"{'a': 0.002, 'e': 0.07022857496426901}",20,8,23.55925082917499,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.002, 'e': 0.07008825817789911}",20,14,11.917054695513954,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.002, 'e': 0.06994822174465536}",25,11,12.031241274295107,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1332,False,"{'a': 0.002, 'e': 0.06980846510439187}",30,13,8.170466345042918,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
